Index,Volume,Name,Census isosig,Method,Time,Final isosig,Genus,Census fundamental group rank,Homology rank,Haken,
7202,5.4633607459974300,v3107(3 2),qLLLvvAPMQQkbcglkllookmmpnnpptsmxapiahtgnovgbg,Vertex,1205.8249380588500,qLLLvvAPMQQkbcglkllookmmpnnpptsmxapiahtgnovgbg,3,3,0,TRUE,
7203,5.4633607459974300,v3109(-3 2),qLLLLvzAQQPkacfimlmjnooknpoppjkgqamorslajstlpq,Vertex,15.259184837341300,qLLLLvzAQQPkacfimlmjnooknpoppjkgqamorslajstlpq,2,3,1,TRUE,
7204,5.4635968115093600,v2979(4 1),rLLzvPzvQPQQccdcgijpkpmqnponqqohsnvipwncgxjosouxw,Vertex,1835.6401998996700,qLLvLLMPAQPkacghliknmknompnppnkjatxbvcckhjxcoj,3,3,1,FALSE,
7205,5.4636680515083700,v2689(5 2),qLLLwvMzQPQkacfglhjmnmlnlopopjkgwqmvjtcvekpcrr,Vertex,4.212296009063720,qLLLwvMzQPQkacfglhjmnmlnlopopjkgwqmvjtcvekpcrr,2,2,1,FALSE,
7206,5.4637080531950500,v2819(-4 1),rLLLLvPQMMPMcacfhmhijillnopppqqnkgdhlmcrjwhihwrhk,Vertex,8.915338039398190,rLLLLvPQMMPMcacfhmhijillnopppqqnkgdhlmcrjwhihwrhk,2,3,1,FALSE,
7207,5.4638673599862700,v3539(2 1),qLvLPvwPPQQkcefeijikmonmponopquuqvdkjfffbknknr,Vertex,1001.2120008468600,qLvLPvwPPQQkcefeijikmonmponopquuqvdkjfffbknknr,3,3,1,FALSE,
7208,5.4640631526957900,v3129(-4 1),qLLLwvMzQPQkacfglhjmnmlnlopopnkgwqmvjtcvekpkrj,Vertex,3.623649835586550,qLLLwvMzQPQkacfglhjmnmlnlopopnkgwqmvjtcvekpkrj,2,2,2,FALSE,
7209,5.4642322488933800,v2998(3 2),rLLLvLPQzQPMcacflhjlkmloonnopqqjkgtaxqcvvulqlpcqj,Vertex,1173.5030169487,qLLLvLAPMPQkbefjiimmnolmpnoppxxercbhpdurvjfnnc,3,3,1,FALSE,
7210,5.4643331692061800,v3074(-3 2),wLvLMvwMwvQPQQMkafghhiokrrmqtotususqvvvjdgckmvcedbpajhdgskwmdl,Vertex,8.2294602394104,qLvLAvzPPQQkaeghmnlmlnnoopmppnxgnpaqwcjnbcioel,2,2,1,TRUE,
7211,5.4645762138824300,v2687(-3 4),rLvALPwQvMQPccfeejiikljmnpnoqpqulupakbhhlfipmghrk,Vertex,46.391576051712000,rLvALPwQvMQPccfeejiikljmnpnoqpqulupakbhhlfipmghrk,2,2,1,TRUE,
7212,5.4645935692919100,v2984(-3 2),rLLLvLzzPQQQcacflkomojnqpmoppqqjkgtakrkngmavcmequ,Vertex,1938.2714428901700,qLLwvLPvQQQkacdikmjpkmnlnopopjkaxnsoijsubxamgw,3,3,1,FALSE,
7213,5.4647810962327200,v3136(-4 1),qLLLvPAzQLQkcdgihikhlnkmpnopphshnknmngcgjhbljf,Vertex,8.55856990814209,qLLLvPAzQLQkcdgihikhlnkmpnopphshnknmngcgjhbljf,2,2,1,FALSE,
7214,5.4648712381516800,v2673(-1 3),qLLvLwPQwQPkacghjjilimnmnppopjkjdddigfolkumbws,Vertex,17.693367958068800,qLLvLwPQwQPkacghjjilimnmnppopjkjdddigfolkumbws,2,2,1,FALSE,
7215,5.4649452343682000,v3441(-3 1),qLLvLAvQwQQkcdgfjlnjkpopommpohsggfthgdisvsnkwc,Vertex,1329.2206473350500,qLLvLAvQwQQkcdgfjlnjkpopommpohsggfthgdisvsnkwc,3,3,1,FALSE,
